"state", "date_peak", "cases_peak"
"kuwait", "01/31/22", "1,257"
"kuwait", "06/25/22", "125"
"kuwait", "07/24/22", "185"
"kyrgyzstan", "04/11/20", "4"
"kyrgyzstan", "07/21/20", "397"
"kyrgyzstan", "11/13/20", "79"
"kyrgyzstan", "07/03/21", "198"
"kyrgyzstan", "10/22/21", "14"
"kyrgyzstan", "01/19/22", "110"
"kyrgyzstan", "07/24/22", "21"
"laos", "03/27/20", "0"
"laos", "09/09/20", "0"
"laos", "11/21/20", "0"
"laos", "02/01/21", "0"
"laos", "04/26/21", "10"
"laos", "08/23/21", "50"
"laos", "12/10/21", "165"
"laos", "03/30/22", "298"
"laos", "07/21/22", "5"
"latvia", "03/30/20", "15"
"latvia", "01/07/21", "492"
"latvia", "05/09/21", "322"
"latvia", "10/22/21", "1,197"
"latvia", "02/11/22", "4,945"
"latvia", "07/20/22", "587"
"lebanon", "03/24/20", "5"
"lebanon", "05/21/20", "5"
"lebanon", "11/06/20", "269"
"lebanon", "01/15/21", "777"
"lebanon", "03/12/21", "525"
"lebanon", "08/13/21", "271"
"lebanon", "02/03/22", "1,295"
"lebanon", "07/18/22", "458"
"lesotho", "07/28/20", "15"
"lesotho", "09/18/20", "11"
"lesotho", "01/08/21", "171"
"lesotho", "03/21/21", "10"
"lesotho", "07/30/21", "45"
"lesotho", "10/04/21", "440"
"lesotho", "12/22/21", "179"
"lesotho", "05/31/22", "13"
"liberia", "05/07/20", "1"
"liberia", "07/02/20", "4"
"liberia", "12/17/20", "3"
"liberia", "01/15/21", "2"
"liberia", "07/04/21", "28"
"liberia", "09/01/21", "5"
"liberia", "10/10/21", "0"
"liberia", "01/03/22", "16"
"liberia", "04/17/22", "1"
"liberia", "06/14/22", "1"
"libya", "04/13/20", "1"
"libya", "10/25/20", "135"
"libya", "02/03/21", "111"
"libya", "03/17/21", "142"
"libya", "07/28/21", "414"
"libya", "02/02/22", "559"
"libya", "07/23/22", "21"
"lithuania", "04/03/20", "17"
"lithuania", "12/18/20", "992"
"lithuania", "04/30/21", "402"
"lithuania", "10/29/21", "985"
"lithuania", "02/04/22", "4,152"
"lithuania", "07/22/22", "319"
"madagascar", "03/31/20", "0"
"madagascar", "07/24/20", "11"
"madagascar", "12/03/20", "1"
"madagascar", "01/22/21", "2"
"madagascar", "04/17/21", "20"
"madagascar", "10/04/21", "4"
"madagascar", "01/06/22", "19"
"madagascar", "07/01/22", "2"
"malawi", "07/13/20", "5"
"malawi", "10/15/20", "0"
"malawi", "01/22/21", "46"
"malawi", "07/23/21", "35"
"malawi", "12/23/21", "43"
"malawi", "07/18/22", "2"
"malaysia", "04/05/20", "5"
"malaysia", "05/24/20", "3"
"malaysia", "07/18/20", "0"
"malaysia", "01/30/21", "122"
"malaysia", "05/28/21", "200"
"malaysia", "08/27/21", "567"
"malaysia", "03/06/22", "787"
"malaysia", "07/18/22", "114"
"mali", "06/04/20", "2"
"mali", "12/08/20", "4"
"mali", "04/11/21", "9"
"mali", "01/12/22", "26"
"mali", "04/29/22", "1"
"mali", "07/03/22", "0"
"mauritania", "03/26/20", "0"
"mauritania", "06/23/20", "35"
"mauritania", "12/14/20", "42"
"mauritania", "03/24/21", "5"
"mauritania", "05/27/21", "10"
"mauritania", "08/06/21", "62"
